,web-scraper-order,web-scraper-start-url,Preis,plz,jahr,ps-stand,Farbe,PLZ4,%_IN_GDE,KTKZ,GDENR,GDENAMK,Hist.-Nummer,Kanton,Bezirks-nummer,Bezirksname,BFS Gde-nummer,Gemeindename,Datum der Aufnahme
1301,1669622809-1490,https://www.autolina.ch/elektro-auto,184'500,9015,,658.0,grau,9015.0,5.65,SG,3203.0,St. Gallen,14380.0,SG,1721.0,St. Gallen,3203,St. Gallen,2003-01-01
1302,1669622809-1491,https://www.autolina.ch/elektro-auto,61'640,4900,,204.0,grau,4900.0,98.04,BE,329.0,Langenthal,16606.0,BE,244.0,Oberaargau,329,Langenthal,2021-01-01
1303,1669622809-1492,https://www.autolina.ch/elektro-auto,69'450,4900,,299.0,blau,4900.0,98.04,BE,329.0,Langenthal,16606.0,BE,244.0,Oberaargau,329,Langenthal,2021-01-01
1304,1669622809-1493,https://www.autolina.ch/elektro-auto,22'900,3421,2020.0,83.0,anthrazit,3421.0,100.0,BE,415.0,Lyssach,15072.0,BE,245.0,Emmental,415,Lyssach,2010-01-01
1305,1669622809-1494,https://www.autolina.ch/elektro-auto,62'900,9542,,265.0,weiss,9542.0,72.24,TG,4746.0,Münchwilen (TG),15407.0,TG,2014.0,Münchwilen,4746,Münchwilen (TG),2011-01-01
1306,1669622809-1495,https://www.autolina.ch/elektro-auto,36'600,1723,2022.0,122.0,weiss,1723.0,99.93,FR,2206.0,Marly,13249.0,FR,1004.0,La Sarine,2206,Marly,1976-01-01
1307,1669622809-1496,https://www.autolina.ch/elektro-auto,84'700,8302,,204.0,schwarz,8302.0,99.62,ZH,62.0,Kloten,12673.0,ZH,103.0,Bülach,62,Kloten,1848-09-12
1308,1669622809-1497,https://www.autolina.ch/elektro-auto,61'900,8302,,160.0,grau,8302.0,99.62,ZH,62.0,Kloten,12673.0,ZH,103.0,Bülach,62,Kloten,1848-09-12
1309,1669622809-1498,https://www.autolina.ch/elektro-auto,73'200,3018,,228.0,blau,3018.0,11.61,BE,351.0,Bern,15029.0,BE,246.0,Bern-Mittelland,351,Bern,2010-01-01
1310,1669622809-1499,https://www.autolina.ch/elektro-auto,89'790,4053,2022.0,408.0,blau,4053.0,9.42,BS,2701.0,Basel,11693.0,BS,1200.0,Kt. Basel-Stadt,2701,Basel,1908-01-01
1311,1669622809-1500,https://www.autolina.ch/elektro-auto,65'990,4053,2022.0,204.0,schwarz,4053.0,9.42,BS,2701.0,Basel,11693.0,BS,1200.0,Kt. Basel-Stadt,2701,Basel,1908-01-01
1312,1669622809-1501,https://www.autolina.ch/elektro-auto,33'200,7000,2021.0,118.0,schwarz,7000.0,100.0,GR,3901.0,Chur,16599.0,GR,1848.0,Plessur,3901,Chur,2021-01-01
1313,1669622809-1502,https://www.autolina.ch/elektro-auto,59'888,8048,2021.0,313.0,schwarz,8048.0,5.92,ZH,261.0,Zürich,13688.0,ZH,112.0,Zürich,261,Zürich,1990-01-01
1314,1669622809-1503,https://www.autolina.ch/elektro-auto,66'900,8406,,204.0,sonstiges,8406.0,11.54,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1315,1669622809-1504,https://www.autolina.ch/elektro-auto,81'890,8500,2022.0,204.0,sonstiges,8500.0,0.35,ZH,220.0,Hagenbuch,12001.0,ZH,110.0,Winterthur,220,Hagenbuch,1848-09-12
1316,1669622809-1505,https://www.autolina.ch/elektro-auto,82'444,8500,2022.0,204.0,sonstiges,8500.0,0.35,ZH,220.0,Hagenbuch,12001.0,ZH,110.0,Winterthur,220,Hagenbuch,1848-09-12
1317,1669622809-1506,https://www.autolina.ch/elektro-auto,81'890,8280,2022.0,204.0,sonstiges,8280.0,0.13,TG,4643.0,Bottighofen,15425.0,TG,2013.0,Kreuzlingen,4643,Bottighofen,2011-01-01
1318,1669622809-1507,https://www.autolina.ch/elektro-auto,83'555,8280,2022.0,204.0,sonstiges,8280.0,0.13,TG,4643.0,Bottighofen,15425.0,TG,2013.0,Kreuzlingen,4643,Bottighofen,2011-01-01
1319,1669622809-1508,https://www.autolina.ch/elektro-auto,82'444,8500,2022.0,204.0,sonstiges,8500.0,0.35,ZH,220.0,Hagenbuch,12001.0,ZH,110.0,Winterthur,220,Hagenbuch,1848-09-12
1320,1669622809-1509,https://www.autolina.ch/elektro-auto,82'444,8280,2022.0,204.0,sonstiges,8280.0,0.13,TG,4643.0,Bottighofen,15425.0,TG,2013.0,Kreuzlingen,4643,Bottighofen,2011-01-01
1321,1669622809-1510,https://www.autolina.ch/elektro-auto,62'910,2555,,174.0,sonstiges,2555.0,98.89,BE,733.0,Brügg,15239.0,BE,242.0,Biel/Bienne,733,Brügg,2010-01-01
1322,1669622809-1511,https://www.autolina.ch/elektro-auto,40'712,4104,,122.0,weiss,4104.0,100.0,BL,2771.0,Oberwil (BL),13834.0,BL,1301.0,Arlesheim,2771,Oberwil (BL),1994-01-01
1323,1669622809-1512,https://www.autolina.ch/elektro-auto,49'790,8280,2021.0,204.0,sonstiges,8280.0,0.13,TG,4643.0,Bottighofen,15425.0,TG,2013.0,Kreuzlingen,4643,Bottighofen,2011-01-01
1324,1669622809-1513,https://www.autolina.ch/elektro-auto,34'680,4402,,118.0,weiss,4402.0,99.5,BL,2824.0,Frenkendorf,13769.0,BL,1303.0,Liestal,2824,Frenkendorf,1994-01-01
1325,1669622809-1514,https://www.autolina.ch/elektro-auto,40'720,4414,2022.0,122.0,weiss,4414.0,100.0,BL,2825.0,Füllinsdorf,13770.0,BL,1303.0,Liestal,2825,Füllinsdorf,1994-01-01
1326,1669622809-1515,https://www.autolina.ch/elektro-auto,20'100,4414,2021.0,45.0,weiss,4414.0,100.0,BL,2825.0,Füllinsdorf,13770.0,BL,1303.0,Liestal,2825,Füllinsdorf,1994-01-01
1327,1669622809-1516,https://www.autolina.ch/elektro-auto,93'900,8280,2021.0,503.0,weiss,8280.0,0.13,TG,4643.0,Bottighofen,15425.0,TG,2013.0,Kreuzlingen,4643,Bottighofen,2011-01-01
1328,1669622809-1517,https://www.autolina.ch/elektro-auto,35'177,4053,,122.0,weiss,4053.0,9.42,BS,2701.0,Basel,11693.0,BS,1200.0,Kt. Basel-Stadt,2701,Basel,1908-01-01
1329,1669622809-1518,https://www.autolina.ch/elektro-auto,35'177,4053,,122.0,weiss,4053.0,9.42,BS,2701.0,Basel,11693.0,BS,1200.0,Kt. Basel-Stadt,2701,Basel,1908-01-01
1330,1669622809-1519,https://www.autolina.ch/elektro-auto,35'177,4053,,122.0,weiss,4053.0,9.42,BS,2701.0,Basel,11693.0,BS,1200.0,Kt. Basel-Stadt,2701,Basel,1908-01-01
1331,1669622809-1520,https://www.autolina.ch/elektro-auto,35'177,4053,2022.0,122.0,weiss,4053.0,9.42,BS,2701.0,Basel,11693.0,BS,1200.0,Kt. Basel-Stadt,2701,Basel,1908-01-01
1332,1669622809-1521,https://www.autolina.ch/elektro-auto,48'400,4053,,218.0,schwarz,4053.0,9.42,BS,2701.0,Basel,11693.0,BS,1200.0,Kt. Basel-Stadt,2701,Basel,1908-01-01
1333,1669622809-1522,https://www.autolina.ch/elektro-auto,59'990,8107,2022.0,204.0,weiss,8107.0,100.0,ZH,83.0,Buchs (ZH),11456.0,ZH,104.0,Dielsdorf,83,Buchs (ZH),1848-09-12
1334,1669622809-1523,https://www.autolina.ch/elektro-auto,33'900,8400,2020.0,146.0,weiss,8400.0,38.24,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1335,1669622809-1524,https://www.autolina.ch/elektro-auto,56'160,8280,,204.0,sonstiges,8280.0,0.13,TG,4643.0,Bottighofen,15425.0,TG,2013.0,Kreuzlingen,4643,Bottighofen,2011-01-01
1336,1669622809-1525,https://www.autolina.ch/elektro-auto,61'740,4132,,299.0,sonstiges,4132.0,89.61,BL,2770.0,Muttenz,13833.0,BL,1301.0,Arlesheim,2770,Muttenz,1994-01-01
1337,1669622809-1526,https://www.autolina.ch/elektro-auto,35'200,9245,2021.0,218.0,grau,9245.0,0.71,SG,3423.0,Niederhelfenschwil,14460.0,SG,1728.0,Wil,3423,Niederhelfenschwil,2003-01-01
1338,1669622809-1527,https://www.autolina.ch/elektro-auto,80'219,9000,,601.0,schwarz,9000.0,46.21,SG,3203.0,St. Gallen,14380.0,SG,1721.0,St. Gallen,3203,St. Gallen,2003-01-01
1339,1669622809-1528,https://www.autolina.ch/elektro-auto,63'245,8472,,,,8472.0,100.0,ZH,227.0,Seuzach,12977.0,ZH,110.0,Winterthur,227,Seuzach,1848-09-12
1340,1669622809-1529,https://www.autolina.ch/elektro-auto,63'099,8472,,,,8472.0,100.0,ZH,227.0,Seuzach,12977.0,ZH,110.0,Winterthur,227,Seuzach,1848-09-12
1341,1669622809-1530,https://www.autolina.ch/elektro-auto,65'255,8472,,,,8472.0,100.0,ZH,227.0,Seuzach,12977.0,ZH,110.0,Winterthur,227,Seuzach,1848-09-12
1342,1669622809-1531,https://www.autolina.ch/elektro-auto,61'750,3604,2019.0,313.0,grau,3604.0,28.07,BE,942.0,Thun,15339.0,BE,247.0,Thun,942,Thun,2010-01-01
1343,1669622809-1532,https://www.autolina.ch/elektro-auto,44'750,3604,2021.0,184.0,schwarz,3604.0,28.07,BE,942.0,Thun,15339.0,BE,247.0,Thun,942,Thun,2010-01-01
1344,1669622809-1533,https://www.autolina.ch/elektro-auto,26'990,8634,2019.0,109.0,blau,8634.0,86.14,ZH,153.0,Hombrechtikon,12143.0,ZH,107.0,Meilen,153,Hombrechtikon,1848-09-12
1347,1669622809-1536,https://www.autolina.ch/elektro-auto,48'650,4132,2022.0,136.0,weiss,4132.0,89.61,BL,2770.0,Muttenz,13833.0,BL,1301.0,Arlesheim,2770,Muttenz,1994-01-01
1348,1669622809-1537,https://www.autolina.ch/elektro-auto,67'500,8634,,204.0,schwarz,8634.0,86.14,ZH,153.0,Hombrechtikon,12143.0,ZH,107.0,Meilen,153,Hombrechtikon,1848-09-12
1349,1669622809-1538,https://www.autolina.ch/elektro-auto,118'900,8634,,476.0,schwarz,8634.0,86.14,ZH,153.0,Hombrechtikon,12143.0,ZH,107.0,Meilen,153,Hombrechtikon,1848-09-12
1350,1669622809-1539,https://www.autolina.ch/elektro-auto,67'200,4322,,325.0,weiss,4322.0,100.0,AG,4255.0,Mumpf,12355.0,AG,1909.0,Rheinfelden,4255,Mumpf,1848-09-12
1351,1669622809-1540,https://www.autolina.ch/elektro-auto,69'700,4322,,325.0,grau,4322.0,100.0,AG,4255.0,Mumpf,12355.0,AG,1909.0,Rheinfelden,4255,Mumpf,1848-09-12
1352,1669622809-1541,https://www.autolina.ch/elektro-auto,74'900,1163,2020.0,408.0,grau,1163.0,100.0,VD,5636.0,Etoy,14703.0,VD,2227.0,Morges,5636,Etoy,2006-09-01
1353,1669622809-1542,https://www.autolina.ch/elektro-auto,34'800,8500,2022.0,136.0,grau,8500.0,0.35,ZH,220.0,Hagenbuch,12001.0,ZH,110.0,Winterthur,220,Hagenbuch,1848-09-12
1354,1669622809-1543,https://www.autolina.ch/elektro-auto,35'700,6030,,136.0,grau,6030.0,0.15,LU,1051.0,Adligenswil,15538.0,LU,312.0,Luzern-Land,1051,Adligenswil,2013-01-01
1355,1669622809-1544,https://www.autolina.ch/elektro-auto,34'990,6030,,136.0,rot,6030.0,0.15,LU,1051.0,Adligenswil,15538.0,LU,312.0,Luzern-Land,1051,Adligenswil,2013-01-01
1356,1669622809-1545,https://www.autolina.ch/elektro-auto,41'990,6215,2022.0,204.0,sonstiges,6215.0,44.92,LU,1081.0,Beromünster,15663.0,LU,314.0,Sursee,1081,Beromünster,2015-01-01
1357,1669622809-1546,https://www.autolina.ch/elektro-auto,85'591,8645,,204.0,sonstiges,8645.0,67.43,SG,3340.0,Rapperswil-Jona,14925.0,SG,1726.0,See-Gaster,3340,Rapperswil-Jona,2007-01-01
1358,1669622809-1547,https://www.autolina.ch/elektro-auto,61'900,8406,2022.0,299.0,weiss,8406.0,11.54,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1360,1669622809-1549,https://www.autolina.ch/elektro-auto,39'865,8197,,122.0,weiss,8197.0,0.08,ZH,55.0,Eglisau,12168.0,ZH,103.0,Bülach,55,Eglisau,1848-09-12
1361,1669622809-1550,https://www.autolina.ch/elektro-auto,72'990,8184,,371.0,orange,8184.0,100.0,ZH,51.0,Bachenbülach,11683.0,ZH,103.0,Bülach,51,Bachenbülach,1848-09-12
1362,1669622809-1551,https://www.autolina.ch/elektro-auto,83'950,8184,,601.0,blau,8184.0,100.0,ZH,51.0,Bachenbülach,11683.0,ZH,103.0,Bülach,51,Bachenbülach,1848-09-12
1363,1669622809-1552,https://www.autolina.ch/elektro-auto,63'889,8184,,184.0,weiss,8184.0,100.0,ZH,51.0,Bachenbülach,11683.0,ZH,103.0,Bülach,51,Bachenbülach,1848-09-12
1364,1669622809-1553,https://www.autolina.ch/elektro-auto,31'580,1723,2021.0,184.0,schwarz,1723.0,99.93,FR,2206.0,Marly,13249.0,FR,1004.0,La Sarine,2206,Marly,1976-01-01
1365,1669622809-1554,https://www.autolina.ch/elektro-auto,61'390,4900,,204.0,schwarz,4900.0,98.04,BE,329.0,Langenthal,16606.0,BE,244.0,Oberaargau,329,Langenthal,2021-01-01
1366,1669622809-1555,https://www.autolina.ch/elektro-auto,63'269,8600,2022.0,204.0,weiss,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1367,1669622809-1556,https://www.autolina.ch/elektro-auto,38'884,6014,,136.0,weiss,6014.0,11.75,LU,1061.0,Luzern,15600.0,LU,311.0,Luzern-Stadt,1061,Luzern,2013-01-01
1368,1669622809-1557,https://www.autolina.ch/elektro-auto,82'499,8600,,204.0,sonstiges,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1369,1669622809-1558,https://www.autolina.ch/elektro-auto,85'390,8600,,204.0,sonstiges,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1370,1669622809-1559,https://www.autolina.ch/elektro-auto,86'590,8600,,204.0,sonstiges,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1371,1669622809-1560,https://www.autolina.ch/elektro-auto,86'590,8600,,204.0,sonstiges,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1372,1669622809-1561,https://www.autolina.ch/elektro-auto,85'390,8600,2022.0,204.0,sonstiges,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1373,1669622809-1562,https://www.autolina.ch/elektro-auto,82'499,8600,,204.0,sonstiges,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1374,1669622809-1563,https://www.autolina.ch/elektro-auto,53'700,4528,2021.0,513.0,weiss,4528.0,1.3,SO,2513.0,Biberist,13722.0,SO,1106.0,Wasseramt,2513,Biberist,1991-01-01
1375,1669622809-1564,https://www.autolina.ch/elektro-auto,86'056,8708,2022.0,204.0,sonstiges,8708.0,100.0,ZH,155.0,Männedorf,12754.0,ZH,107.0,Meilen,155,Männedorf,1848-09-12
1376,1669622809-1565,https://www.autolina.ch/elektro-auto,66'720,9014,,408.0,sonstiges,9014.0,0.58,AR,3005.0,Stein (AR),10583.0,AR,1501.0,Hinterland,3005,Stein (AR),1848-09-12
1377,1669622809-1566,https://www.autolina.ch/elektro-auto,40'400,2900,2022.0,122.0,weiss,2900.0,100.0,JU,6800.0,Porrentruy,13347.0,JU,2603.0,Porrentruy,6800,Porrentruy,1979-01-01
1378,1669622809-1567,https://www.autolina.ch/elektro-auto,6'800,2900,2012.0,16.0,weiss,2900.0,100.0,JU,6800.0,Porrentruy,13347.0,JU,2603.0,Porrentruy,6800,Porrentruy,1979-01-01
1379,1669622809-1568,https://www.autolina.ch/elektro-auto,81'800,1870,,266.0,grau,1870.0,64.14,VS,6153.0,Monthey,12323.0,VS,2308.0,Monthey,6153,Monthey,1848-09-12
1380,1669622809-1569,https://www.autolina.ch/elektro-auto,54'990,4133,2021.0,299.0,sonstiges,4133.0,3.63,BL,2770.0,Muttenz,13833.0,BL,1301.0,Arlesheim,2770,Muttenz,1994-01-01
1381,1669622809-1570,https://www.autolina.ch/elektro-auto,59'700,8853,2022.0,204.0,weiss,8853.0,0.25,SZ,1342.0,Galgenen,12075.0,SZ,505.0,March,1342,Galgenen,1848-09-12
1382,1669622809-1571,https://www.autolina.ch/elektro-auto,84'800,3800,2022.0,204.0,sonstiges,3800.0,9.01,BE,571.0,Beatenberg,15144.0,BE,250.0,Interlaken-Oberhasli,571,Beatenberg,2010-01-01
1383,1669622809-1572,https://www.autolina.ch/elektro-auto,63'820,5610,,408.0,schwarz,5610.0,0.54,AG,4080.0,Villmergen,15386.0,AG,1903.0,Bremgarten,4080,Villmergen,2010-01-01
1384,1669622809-1573,https://www.autolina.ch/elektro-auto,56'900,5036,,269.0,weiss,5036.0,100.0,AG,4010.0,Oberentfelden,12465.0,AG,1901.0,Aarau,4010,Oberentfelden,1848-09-12
1385,1669622809-1574,https://www.autolina.ch/elektro-auto,68'900,5036,,371.0,blau,5036.0,100.0,AG,4010.0,Oberentfelden,12465.0,AG,1901.0,Aarau,4010,Oberentfelden,1848-09-12
1386,1669622809-1575,https://www.autolina.ch/elektro-auto,50'020,2300,,136.0,sonstiges,2300.0,97.68,NE,6421.0,La Chaux-de-Fonds,16095.0,NE,2400.0,Cant. de Neuchâtel,6421,La Chaux-de-Fonds,2018-01-01
1387,1669622809-1576,https://www.autolina.ch/elektro-auto,37'480,1400,,118.0,grau,1400.0,100.0,VD,5909.0,Cheseaux-Noréaz,14811.0,VD,2224.0,Jura-Nord vaudois,5909,Cheseaux-Noréaz,2006-09-01
1388,1669622809-1577,https://www.autolina.ch/elektro-auto,39'900,1122,2020.0,204.0,türkis,1122.0,100.0,VD,5645.0,Romanel-sur-Morges,14606.0,VD,2227.0,Morges,5645,Romanel-sur-Morges,2006-09-01
1389,1669622809-1578,https://www.autolina.ch/elektro-auto,35'900,6500,2022.0,136.0,grau,6500.0,23.64,TI,5002.0,Bellinzona,16078.0,TI,2101.0,Bellinzona,5002,Bellinzona,2017-04-02
1390,1669622809-1579,https://www.autolina.ch/elektro-auto,62'800,6208,2021.0,286.0,grau,6208.0,89.33,LU,1095.0,Oberkirch,15569.0,LU,314.0,Sursee,1095,Oberkirch,2013-01-01
1391,1669622809-1580,https://www.autolina.ch/elektro-auto,62'650,1716,,204.0,silber,1716.0,0.95,FR,2138.0,Jaun,12668.0,FR,1003.0,La Gruyère,2138,Jaun,1848-09-12
1392,1669622809-1581,https://www.autolina.ch/elektro-auto,62'750,1716,,204.0,silber,1716.0,0.95,FR,2138.0,Jaun,12668.0,FR,1003.0,La Gruyère,2138,Jaun,1848-09-12
1393,1669622809-1582,https://www.autolina.ch/elektro-auto,62'460,1716,2022.0,204.0,weiss,1716.0,0.95,FR,2138.0,Jaun,12668.0,FR,1003.0,La Gruyère,2138,Jaun,1848-09-12
1394,1669622809-1583,https://www.autolina.ch/elektro-auto,61'990,1716,,204.0,schwarz,1716.0,0.95,FR,2138.0,Jaun,12668.0,FR,1003.0,La Gruyère,2138,Jaun,1848-09-12
1395,1669622809-1584,https://www.autolina.ch/elektro-auto,73'190,9548,,372.0,blau,9548.0,0.64,TG,4566.0,Frauenfeld,15458.0,TG,2012.0,Frauenfeld,4566,Frauenfeld,2011-01-01
1396,1669622809-1585,https://www.autolina.ch/elektro-auto,23'900,3552,2017.0,170.0,grau,3552.0,15.82,BE,902.0,Langnau im Emmental,15312.0,BE,245.0,Emmental,902,Langnau im Emmental,2010-01-01
1397,1669622809-1586,https://www.autolina.ch/elektro-auto,34'800,1950,2021.0,184.0,grün,1950.0,0.83,VS,6263.0,Grimisuat,12094.0,VS,2312.0,Sion,6263,Grimisuat,1848-09-12
1398,1669622809-1587,https://www.autolina.ch/elektro-auto,10'000,1920,2012.0,109.0,weiss,1920.0,95.44,VS,6136.0,Martigny,16602.0,VS,2307.0,Martigny,6136,Martigny,2021-01-01
1399,1669622809-1588,https://www.autolina.ch/elektro-auto,44'000,1950,,184.0,schwarz,1950.0,0.83,VS,6263.0,Grimisuat,12094.0,VS,2312.0,Sion,6263,Grimisuat,1848-09-12
1400,1669622809-1589,https://www.autolina.ch/elektro-auto,36'500,3952,2022.0,136.0,gelb,3952.0,51.66,VS,6110.0,Leuk,15618.0,VS,2306.0,Leuk,6110,Leuk,2013-01-01
1401,1669622809-1590,https://www.autolina.ch/elektro-auto,40'500,3952,,136.0,orange,3952.0,51.66,VS,6110.0,Leuk,15618.0,VS,2306.0,Leuk,6110,Leuk,2013-01-01
1402,1669622809-1591,https://www.autolina.ch/elektro-auto,37'500,5072,2022.0,122.0,weiss,5072.0,100.0,AG,4175.0,Oeschgen,12509.0,AG,1906.0,Laufenburg,4175,Oeschgen,1848-09-12
1403,1669622809-1592,https://www.autolina.ch/elektro-auto,83'900,6467,,299.0,blau,6467.0,91.12,UR,1213.0,Schattdorf,13055.0,UR,400.0,Kt. Uri,1213,Schattdorf,1848-09-12
1404,1669622809-1593,https://www.autolina.ch/elektro-auto,60'800,6372,,218.0,grau,6372.0,99.33,NW,1506.0,Ennetmoos,12275.0,NW,700.0,Kt. Nidwalden,1506,Ennetmoos,1850-01-01
1405,1669622809-1594,https://www.autolina.ch/elektro-auto,79'900,1207,2022.0,204.0,weiss,1207.0,10.02,GE,6621.0,Genève,12099.0,GE,2500.0,Cant. de Genève,6621,Genève,1931-01-01
1406,1669622809-1595,https://www.autolina.ch/elektro-auto,46'900,3315,2022.0,218.0,anthrazit,3315.0,97.32,BE,533.0,Bätterkinden,15113.0,BE,245.0,Emmental,533,Bätterkinden,2010-01-01
1407,1669622809-1596,https://www.autolina.ch/elektro-auto,72'500,1772,,371.0,sonstiges,1772.0,0.07,FR,2053.0,Belmont-Broye,15675.0,FR,1001.0,La Broye,2053,Belmont-Broye,2016-01-01
1408,1669622809-1597,https://www.autolina.ch/elektro-auto,74'600,1772,,371.0,sonstiges,1772.0,0.07,FR,2053.0,Belmont-Broye,15675.0,FR,1001.0,La Broye,2053,Belmont-Broye,2016-01-01
1409,1669622809-1598,https://www.autolina.ch/elektro-auto,65'300,1772,,184.0,sonstiges,1772.0,0.07,FR,2053.0,Belmont-Broye,15675.0,FR,1001.0,La Broye,2053,Belmont-Broye,2016-01-01
1410,1669622809-1599,https://www.autolina.ch/elektro-auto,82'400,6414,2022.0,204.0,blau,6414.0,15.76,SZ,1362.0,Arth,11670.0,SZ,506.0,Schwyz,1362,Arth,1848-09-12
1411,1669622809-1600,https://www.autolina.ch/elektro-auto,34'928,6595,,136.0,weiss,6595.0,63.97,TI,5112.0,Lavertezzo,16588.0,TI,2104.0,Locarno,5112,Lavertezzo,2020-10-18
1412,1669622809-1601,https://www.autolina.ch/elektro-auto,55'900,1032,2019.0,513.0,grau,1032.0,1.0,VD,5586.0,Lausanne,14649.0,VD,2225.0,Lausanne,5586,Lausanne,2006-09-01
1413,1669622809-1602,https://www.autolina.ch/elektro-auto,57'990,1196,2022.0,371.0,grau,1196.0,100.0,VD,5721.0,Gland,14733.0,VD,2228.0,Nyon,5721,Gland,2006-09-01
1414,1669622809-1603,https://www.autolina.ch/elektro-auto,34'600,6438,2022.0,136.0,gelb,6438.0,25.17,SZ,1372.0,Schwyz,12955.0,SZ,506.0,Schwyz,1372,Schwyz,1848-09-12
1415,1669622809-1604,https://www.autolina.ch/elektro-auto,33'900,3172,2019.0,184.0,schwarz,3172.0,6.79,BE,355.0,Köniz,15033.0,BE,246.0,Bern-Mittelland,355,Köniz,2010-01-01
1416,1669622809-1605,https://www.autolina.ch/elektro-auto,36'800,9450,2022.0,136.0,weiss,9450.0,0.09,AR,3022.0,Gais,12077.0,AR,1502.0,Mittelland,3022,Gais,1848-09-12
1417,1669622809-1606,https://www.autolina.ch/elektro-auto,56'200,1245,,170.0,grau,1245.0,34.5,GE,6616.0,Collonge-Bellerive,11597.0,GE,2500.0,Cant. de Genève,6616,Collonge-Bellerive,1848-09-12
1418,1669622809-1607,https://www.autolina.ch/elektro-auto,58'900,1030,2022.0,269.0,weiss,1030.0,100.0,VD,5624.0,Bussigny,15651.0,VD,2229.0,Ouest lausannois,5624,Bussigny,2014-05-01
1419,1669622809-1608,https://www.autolina.ch/elektro-auto,38'300,1752,,136.0,sonstiges,1752.0,100.0,FR,2228.0,Villars-sur-Glâne,10162.0,FR,1004.0,La Sarine,2228,Villars-sur-Glâne,1848-09-12
1420,1669622809-1609,https://www.autolina.ch/elektro-auto,43'920,1752,,136.0,sonstiges,1752.0,100.0,FR,2228.0,Villars-sur-Glâne,10162.0,FR,1004.0,La Sarine,2228,Villars-sur-Glâne,1848-09-12
1421,1669622809-1610,https://www.autolina.ch/elektro-auto,31'900,1950,2022.0,119.0,anthrazit,1950.0,0.83,VS,6263.0,Grimisuat,12094.0,VS,2312.0,Sion,6263,Grimisuat,1848-09-12
1422,1669622809-1611,https://www.autolina.ch/elektro-auto,42'900,1950,2022.0,204.0,anthrazit,1950.0,0.83,VS,6263.0,Grimisuat,12094.0,VS,2312.0,Sion,6263,Grimisuat,1848-09-12
1423,1669622809-1612,https://www.autolina.ch/elektro-auto,70'600,3960,2022.0,371.0,grau,3960.0,70.93,VS,6248.0,Sierre,13227.0,VS,2311.0,Sierre,6248,Sierre,1972-10-01
1424,1669622809-1613,https://www.autolina.ch/elektro-auto,23'500,3204,2019.0,109.0,weiss,3204.0,26.35,BE,668.0,Mühleberg,15202.0,BE,246.0,Bern-Mittelland,668,Mühleberg,2010-01-01
1425,1669622809-1614,https://www.autolina.ch/elektro-auto,47'200,3053,2022.0,204.0,weiss,3053.0,19.87,BE,310.0,Rapperswil (BE),15672.0,BE,243.0,Seeland,310,Rapperswil (BE),2016-01-01
1426,1669622809-1615,https://www.autolina.ch/elektro-auto,62'800,6012,2020.0,408.0,schwarz,6012.0,11.96,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1427,1669622809-1616,https://www.autolina.ch/elektro-auto,94'500,8184,2021.0,573.0,grau,8184.0,100.0,ZH,51.0,Bachenbülach,11683.0,ZH,103.0,Bülach,51,Bachenbülach,1848-09-12
1428,1669622809-1617,https://www.autolina.ch/elektro-auto,88'800,9443,2022.0,544.0,weiss,9443.0,5.41,SG,3234.0,Diepoldsau,14394.0,SG,1723.0,Rheintal,3234,Diepoldsau,2003-01-01
1429,1669622809-1618,https://www.autolina.ch/elektro-auto,65'900,8400,2022.0,242.0,silber,8400.0,38.24,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1430,1669622809-1619,https://www.autolina.ch/elektro-auto,70'150,8400,,325.0,grün,8400.0,38.24,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1431,1669622809-1620,https://www.autolina.ch/elektro-auto,69'600,8400,,325.0,weiss,8400.0,38.24,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1432,1669622809-1621,https://www.autolina.ch/elektro-auto,22'940,1228,2022.0,82.0,weiss,1228.0,0.23,GE,6618.0,Confignon,11651.0,GE,2500.0,Cant. de Genève,6618,Confignon,1851-01-01
