,web-scraper-order,web-scraper-start-url,Preis,plz,jahr,ps-stand,Farbe,PLZ4,%_IN_GDE,KTKZ,GDENR,GDENAMK,Hist.-Nummer,Kanton,Bezirks-nummer,Bezirksname,BFS Gde-nummer,Gemeindename,Datum der Aufnahme
455,1669622809-644,https://www.autolina.ch/elektro-auto,54'900,9470,2021.0,498.0,schwarz,9470.0,99.88,SG,3271.0,Buchs (SG),14405.0,SG,1724.0,Werdenberg,3271,Buchs (SG),2003-01-01
456,1669622809-645,https://www.autolina.ch/elektro-auto,141'480,1216,,333.0,sonstiges,1216.0,0.07,GE,6623.0,Le Grand-Saconnex,12606.0,GE,2500.0,Cant. de Genève,6623,Le Grand-Saconnex,1848-09-12
457,1669622809-646,https://www.autolina.ch/elektro-auto,61'600,8600,,218.0,rot,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
458,1669622809-647,https://www.autolina.ch/elektro-auto,61'900,4414,2022.0,408.0,schwarz,4414.0,100.0,BL,2825.0,Füllinsdorf,13770.0,BL,1303.0,Liestal,2825,Füllinsdorf,1994-01-01
459,1669622809-648,https://www.autolina.ch/elektro-auto,70'310,5620,,204.0,schwarz,5620.0,80.8,AG,4063.0,Bremgarten (AG),15644.0,AG,1903.0,Bremgarten,4063,Bremgarten (AG),2014-01-01
460,1669622809-649,https://www.autolina.ch/elektro-auto,40'800,8134,,184.0,grün,8134.0,100.0,ZH,131.0,Adliswil,11745.0,ZH,106.0,Horgen,131,Adliswil,1893-01-01
461,1669622809-650,https://www.autolina.ch/elektro-auto,38'900,4663,,136.0,weiss,4663.0,0.23,SO,2581.0,Olten,12486.0,SO,1108.0,Olten,2581,Olten,1848-09-12
462,1669622809-651,https://www.autolina.ch/elektro-auto,112'900,8604,2022.0,476.0,grau,8604.0,84.11,ZH,199.0,Volketswil,10368.0,ZH,109.0,Uster,199,Volketswil,1848-09-12
463,1669622809-652,https://www.autolina.ch/elektro-auto,17'900,6221,2014.0,116.0,grau,6221.0,2.18,LU,1081.0,Beromünster,15663.0,LU,314.0,Sursee,1081,Beromünster,2015-01-01
464,1669622809-653,https://www.autolina.ch/elektro-auto,40'900,6934,2022.0,122.0,weiss,6934.0,0.3,TI,5141.0,Agno,11722.0,TI,2105.0,Lugano,5141,Agno,1848-09-12
465,1669622809-654,https://www.autolina.ch/elektro-auto,70'420,4800,,408.0,silber,4800.0,0.03,AG,4280.0,Oftringen,12494.0,AG,1910.0,Zofingen,4280,Oftringen,1848-09-12
466,1669622809-655,https://www.autolina.ch/elektro-auto,66'200,9050,2021.0,265.0,weiss,9050.0,99.38,AI,3101.0,Appenzell,14097.0,AI,1600.0,Kt. Appenzell i.Rh.,3101,Appenzell,1997-01-01
467,1669622809-656,https://www.autolina.ch/elektro-auto,28'990,8962,2019.0,136.0,rot,8962.0,99.89,AG,4023.0,Bergdietikon,11856.0,AG,1902.0,Baden,4023,Bergdietikon,1848-09-12
468,1669622809-657,https://www.autolina.ch/elektro-auto,17'700,8305,2018.0,82.0,weiss,8305.0,99.8,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
469,1669622809-658,https://www.autolina.ch/elektro-auto,38'320,5502,,136.0,rot,5502.0,100.0,AG,4200.0,Hunzenschwil,12179.0,AG,1907.0,Lenzburg,4200,Hunzenschwil,1848-09-12
470,1669622809-659,https://www.autolina.ch/elektro-auto,54'850,8580,,231.0,blau,8580.0,0.51,SG,3202.0,Muolen,14379.0,SG,1721.0,St. Gallen,3202,Muolen,2003-01-01
471,1669622809-660,https://www.autolina.ch/elektro-auto,52'100,8580,,231.0,blau,8580.0,0.51,SG,3202.0,Muolen,14379.0,SG,1721.0,St. Gallen,3202,Muolen,2003-01-01
472,1669622809-661,https://www.autolina.ch/elektro-auto,126'900,4665,2022.0,530.0,bordeaux,4665.0,0.19,AG,4271.0,Aarburg,11738.0,AG,1910.0,Zofingen,4271,Aarburg,1848-09-12
473,1669622809-662,https://www.autolina.ch/elektro-auto,63'430,6032,,204.0,weiss,6032.0,26.5,LU,1024.0,Emmen,15563.0,LU,313.0,Hochdorf,1024,Emmen,2013-01-01
474,1669622809-663,https://www.autolina.ch/elektro-auto,59'800,4923,2022.0,498.0,schwarz,4923.0,96.42,BE,345.0,Wynau,15028.0,BE,244.0,Oberaargau,345,Wynau,2010-01-01
475,1669622809-664,https://www.autolina.ch/elektro-auto,51'600,4702,,204.0,weiss,4702.0,99.6,SO,2407.0,Oensingen,13709.0,SO,1101.0,Gäu,2407,Oensingen,1991-01-01
476,1669622809-665,https://www.autolina.ch/elektro-auto,48'900,6852,,136.0,anthrazit,6852.0,6.84,TI,5254.0,Mendrisio,15630.0,TI,2106.0,Mendrisio,5254,Mendrisio,2013-04-14
478,1669622809-667,https://www.autolina.ch/elektro-auto,48'990,3322,,218.0,grau,3322.0,100.0,BE,543.0,Mattstetten,15122.0,BE,246.0,Bern-Mittelland,543,Mattstetten,2010-01-01
479,1669622809-668,https://www.autolina.ch/elektro-auto,88'270,1870,,299.0,schwarz,1870.0,64.14,VS,6153.0,Monthey,12323.0,VS,2308.0,Monthey,6153,Monthey,1848-09-12
480,1669622809-669,https://www.autolina.ch/elektro-auto,57'500,6934,2022.0,408.0,rot,6934.0,0.3,TI,5141.0,Agno,11722.0,TI,2105.0,Lugano,5141,Agno,1848-09-12
481,1669622809-670,https://www.autolina.ch/elektro-auto,64'950,9470,2022.0,184.0,grau,9470.0,99.88,SG,3271.0,Buchs (SG),14405.0,SG,1724.0,Werdenberg,3271,Buchs (SG),2003-01-01
482,1669622809-671,https://www.autolina.ch/elektro-auto,39'930,9016,,136.0,weiss,9016.0,10.18,SG,3203.0,St. Gallen,14380.0,SG,1721.0,St. Gallen,3203,St. Gallen,2003-01-01
483,1669622809-672,https://www.autolina.ch/elektro-auto,63'900,1753,2022.0,265.0,weiss,1753.0,1.54,FR,2183.0,Corminboeuf,15692.0,FR,1004.0,La Sarine,2183,Corminboeuf,2017-01-01
484,1669622809-673,https://www.autolina.ch/elektro-auto,44'400,9245,,218.0,weiss,9245.0,0.71,SG,3423.0,Niederhelfenschwil,14460.0,SG,1728.0,Wil,3423,Niederhelfenschwil,2003-01-01
485,1669622809-674,https://www.autolina.ch/elektro-auto,63'450,5301,2022.0,184.0,weiss,5301.0,5.17,AG,4044.0,Untersiggenthal,10871.0,AG,1902.0,Baden,4044,Untersiggenthal,1848-09-12
486,1669622809-675,https://www.autolina.ch/elektro-auto,46'980,8280,,204.0,sonstiges,8280.0,0.13,TG,4643.0,Bottighofen,15425.0,TG,2013.0,Kreuzlingen,4643,Bottighofen,2011-01-01
487,1669622809-676,https://www.autolina.ch/elektro-auto,49'900,1753,2022.0,204.0,silber,1753.0,1.54,FR,2183.0,Corminboeuf,15692.0,FR,1004.0,La Sarine,2183,Corminboeuf,2017-01-01
488,1669622809-677,https://www.autolina.ch/elektro-auto,71'500,8853,2022.0,299.0,weiss,8853.0,0.25,SZ,1342.0,Galgenen,12075.0,SZ,505.0,March,1342,Galgenen,1848-09-12
489,1669622809-678,https://www.autolina.ch/elektro-auto,38'950,2503,,136.0,blau,2503.0,30.4,BE,371.0,Biel/Bienne,15042.0,BE,242.0,Biel/Bienne,371,Biel/Bienne,2010-01-01
490,1669622809-679,https://www.autolina.ch/elektro-auto,75'900,5702,,292.0,grau,5702.0,99.01,AG,4204.0,Niederlenz,12561.0,AG,1907.0,Lenzburg,4204,Niederlenz,1848-09-12
491,1669622809-680,https://www.autolina.ch/elektro-auto,88'900,5702,2022.0,299.0,grau,5702.0,99.01,AG,4204.0,Niederlenz,12561.0,AG,1907.0,Lenzburg,4204,Niederlenz,1848-09-12
492,1669622809-681,https://www.autolina.ch/elektro-auto,99'900,5702,,408.0,schwarz,5702.0,99.01,AG,4204.0,Niederlenz,12561.0,AG,1907.0,Lenzburg,4204,Niederlenz,1848-09-12
493,1669622809-682,https://www.autolina.ch/elektro-auto,72'900,5702,,292.0,schwarz,5702.0,99.01,AG,4204.0,Niederlenz,12561.0,AG,1907.0,Lenzburg,4204,Niederlenz,1848-09-12
494,1669622809-683,https://www.autolina.ch/elektro-auto,55'900,1845,2021.0,204.0,blau,1845.0,100.0,VD,5408.0,Noville,14620.0,VD,2221.0,Aigle,5408,Noville,2006-09-01
495,1669622809-684,https://www.autolina.ch/elektro-auto,36'999,6340,2021.0,204.0,sonstiges,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
496,1669622809-685,https://www.autolina.ch/elektro-auto,16'400,3421,2022.0,82.0,weiss,3421.0,100.0,BE,415.0,Lyssach,15072.0,BE,245.0,Emmental,415,Lyssach,2010-01-01
497,1669622809-686,https://www.autolina.ch/elektro-auto,35'500,3421,,136.0,blau,3421.0,100.0,BE,415.0,Lyssach,15072.0,BE,245.0,Emmental,415,Lyssach,2010-01-01
498,1669622809-687,https://www.autolina.ch/elektro-auto,47'350,3421,,218.0,schwarz,3421.0,100.0,BE,415.0,Lyssach,15072.0,BE,245.0,Emmental,415,Lyssach,2010-01-01
499,1669622809-688,https://www.autolina.ch/elektro-auto,35'500,3421,,136.0,blau,3421.0,100.0,BE,415.0,Lyssach,15072.0,BE,245.0,Emmental,415,Lyssach,2010-01-01
500,1669622809-689,https://www.autolina.ch/elektro-auto,53'830,3421,,217.0,weiss,3421.0,100.0,BE,415.0,Lyssach,15072.0,BE,245.0,Emmental,415,Lyssach,2010-01-01
501,1669622809-690,https://www.autolina.ch/elektro-auto,35'500,3421,,136.0,weiss,3421.0,100.0,BE,415.0,Lyssach,15072.0,BE,245.0,Emmental,415,Lyssach,2010-01-01
502,1669622809-691,https://www.autolina.ch/elektro-auto,38'480,3421,,136.0,grau,3421.0,100.0,BE,415.0,Lyssach,15072.0,BE,245.0,Emmental,415,Lyssach,2010-01-01
503,1669622809-692,https://www.autolina.ch/elektro-auto,35'500,3421,,136.0,weiss,3421.0,100.0,BE,415.0,Lyssach,15072.0,BE,245.0,Emmental,415,Lyssach,2010-01-01
504,1669622809-693,https://www.autolina.ch/elektro-auto,47'350,9500,,218.0,schwarz,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
505,1669622809-694,https://www.autolina.ch/elektro-auto,46'500,3421,,218.0,schwarz,3421.0,100.0,BE,415.0,Lyssach,15072.0,BE,245.0,Emmental,415,Lyssach,2010-01-01
506,1669622809-695,https://www.autolina.ch/elektro-auto,47'350,9500,,218.0,schwarz,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
507,1669622809-696,https://www.autolina.ch/elektro-auto,35'500,3421,,136.0,schwarz,3421.0,100.0,BE,415.0,Lyssach,15072.0,BE,245.0,Emmental,415,Lyssach,2010-01-01
508,1669622809-697,https://www.autolina.ch/elektro-auto,19'350,3421,,45.0,grau,3421.0,100.0,BE,415.0,Lyssach,15072.0,BE,245.0,Emmental,415,Lyssach,2010-01-01
509,1669622809-698,https://www.autolina.ch/elektro-auto,35'500,9500,,136.0,blau,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
510,1669622809-699,https://www.autolina.ch/elektro-auto,35'500,9500,,136.0,blau,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
511,1669622809-700,https://www.autolina.ch/elektro-auto,35'500,9500,,136.0,blau,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
512,1669622809-701,https://www.autolina.ch/elektro-auto,35'500,9500,,136.0,blau,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
513,1669622809-702,https://www.autolina.ch/elektro-auto,46'500,9500,,218.0,schwarz,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
514,1669622809-703,https://www.autolina.ch/elektro-auto,44'450,9500,,218.0,grau,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
515,1669622809-704,https://www.autolina.ch/elektro-auto,35'500,9500,,136.0,weiss,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
516,1669622809-705,https://www.autolina.ch/elektro-auto,19'350,9500,,45.0,grau,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
517,1669622809-706,https://www.autolina.ch/elektro-auto,35'500,9500,,136.0,weiss,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
518,1669622809-707,https://www.autolina.ch/elektro-auto,35'500,9500,,136.0,schwarz,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
519,1669622809-708,https://www.autolina.ch/elektro-auto,19'350,9500,,45.0,grau,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
520,1669622809-709,https://www.autolina.ch/elektro-auto,35'500,9642,,136.0,blau,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
521,1669622809-710,https://www.autolina.ch/elektro-auto,35'500,9642,,136.0,blau,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
522,1669622809-711,https://www.autolina.ch/elektro-auto,58'900,8162,2022.0,371.0,weiss,8162.0,0.25,ZH,88.0,Neerach,12537.0,ZH,104.0,Dielsdorf,88,Neerach,1848-09-12
523,1669622809-712,https://www.autolina.ch/elektro-auto,35'500,9642,,136.0,violett,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
524,1669622809-713,https://www.autolina.ch/elektro-auto,37'480,9642,,136.0,weiss,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
525,1669622809-714,https://www.autolina.ch/elektro-auto,62'200,9642,,325.0,grau,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
526,1669622809-715,https://www.autolina.ch/elektro-auto,47'450,9642,,218.0,schwarz,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
527,1669622809-716,https://www.autolina.ch/elektro-auto,47'450,9642,,218.0,schwarz,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
528,1669622809-717,https://www.autolina.ch/elektro-auto,62'200,9642,,325.0,schwarz,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
529,1669622809-718,https://www.autolina.ch/elektro-auto,57'500,9642,,306.0,grün,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
530,1669622809-719,https://www.autolina.ch/elektro-auto,62'200,9642,,325.0,grau,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
531,1669622809-720,https://www.autolina.ch/elektro-auto,62'200,9642,,325.0,grau,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
532,1669622809-721,https://www.autolina.ch/elektro-auto,29'600,9642,,119.0,grau,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
533,1669622809-722,https://www.autolina.ch/elektro-auto,31'500,9642,2021.0,136.0,grau,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
534,1669622809-723,https://www.autolina.ch/elektro-auto,62'200,9642,,325.0,schwarz,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
535,1669622809-724,https://www.autolina.ch/elektro-auto,46'800,9642,,229.0,grau,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
536,1669622809-725,https://www.autolina.ch/elektro-auto,46'800,9642,,229.0,grün,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
537,1669622809-726,https://www.autolina.ch/elektro-auto,29'600,9642,,119.0,grün,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
538,1669622809-727,https://www.autolina.ch/elektro-auto,29'600,9642,,119.0,schwarz,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
539,1669622809-728,https://www.autolina.ch/elektro-auto,29'600,9642,,119.0,schwarz,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
540,1669622809-729,https://www.autolina.ch/elektro-auto,61'700,9642,,325.0,weiss,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
541,1669622809-730,https://www.autolina.ch/elektro-auto,47'200,9642,,229.0,gold,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
542,1669622809-731,https://www.autolina.ch/elektro-auto,47'200,9642,,229.0,gold,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
543,1669622809-732,https://www.autolina.ch/elektro-auto,46'800,9642,,229.0,grau,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
544,1669622809-733,https://www.autolina.ch/elektro-auto,46'800,9642,,229.0,grau,9642.0,97.91,SG,3352.0,Ebnat-Kappel,14435.0,SG,1727.0,Toggenburg,3352,Ebnat-Kappel,2003-01-01
545,1669622809-734,https://www.autolina.ch/elektro-auto,101'800,7304,,408.0,schwarz,7304.0,1.26,GR,3951.0,Fläsch,16032.0,GR,1845.0,Landquart,3951,Fläsch,2017-01-01
546,1669622809-735,https://www.autolina.ch/elektro-auto,53'690,8803,,170.0,grau,8803.0,0.07,ZH,135.0,Kilchberg (ZH),12701.0,ZH,106.0,Horgen,135,Kilchberg (ZH),1848-09-12
547,1669622809-736,https://www.autolina.ch/elektro-auto,58'490,8803,,170.0,schwarz,8803.0,0.07,ZH,135.0,Kilchberg (ZH),12701.0,ZH,106.0,Horgen,135,Kilchberg (ZH),1848-09-12
548,1669622809-737,https://www.autolina.ch/elektro-auto,53'490,8803,,170.0,schwarz,8803.0,0.07,ZH,135.0,Kilchberg (ZH),12701.0,ZH,106.0,Horgen,135,Kilchberg (ZH),1848-09-12
549,1669622809-738,https://www.autolina.ch/elektro-auto,55'990,8803,,170.0,grau,8803.0,0.07,ZH,135.0,Kilchberg (ZH),12701.0,ZH,106.0,Horgen,135,Kilchberg (ZH),1848-09-12
550,1669622809-739,https://www.autolina.ch/elektro-auto,56'300,8803,,170.0,schwarz,8803.0,0.07,ZH,135.0,Kilchberg (ZH),12701.0,ZH,106.0,Horgen,135,Kilchberg (ZH),1848-09-12
551,1669622809-740,https://www.autolina.ch/elektro-auto,67'900,3225,2022.0,184.0,weiss,3225.0,100.0,BE,498.0,Müntschemier,15107.0,BE,243.0,Seeland,498,Müntschemier,2010-01-01
552,1669622809-741,https://www.autolina.ch/elektro-auto,41'990,8274,,136.0,weiss,8274.0,100.0,TG,4651.0,Gottlieben,15401.0,TG,2013.0,Kreuzlingen,4651,Gottlieben,2011-01-01
553,1669622809-742,https://www.autolina.ch/elektro-auto,38'645,3073,,136.0,weiss,3073.0,0.02,BE,351.0,Bern,15029.0,BE,246.0,Bern-Mittelland,351,Bern,2010-01-01
554,1669622809-743,https://www.autolina.ch/elektro-auto,35'480,6055,,119.0,grau,6055.0,81.37,OW,1401.0,Alpnach,11753.0,OW,600.0,Kt. Obwalden,1401,Alpnach,1848-09-12
555,1669622809-744,https://www.autolina.ch/elektro-auto,32'935,6055,2022.0,119.0,grau,6055.0,81.37,OW,1401.0,Alpnach,11753.0,OW,600.0,Kt. Obwalden,1401,Alpnach,1848-09-12
556,1669622809-745,https://www.autolina.ch/elektro-auto,49'950,6340,2022.0,218.0,weiss,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
557,1669622809-746,https://www.autolina.ch/elektro-auto,50'900,6340,2022.0,306.0,weiss,6340.0,0.77,ZH,4.0,Hausen am Albis,11992.0,ZH,101.0,Affoltern,4,Hausen am Albis,1911-01-01
558,1669622809-747,https://www.autolina.ch/elektro-auto,61'900,4147,,204.0,sonstiges,4147.0,99.83,BL,2761.0,Aesch (BL),13824.0,BL,1301.0,Arlesheim,2761,Aesch (BL),1994-01-01
559,1669622809-748,https://www.autolina.ch/elektro-auto,63'900,4147,,204.0,sonstiges,4147.0,99.83,BL,2761.0,Aesch (BL),13824.0,BL,1301.0,Arlesheim,2761,Aesch (BL),1994-01-01
560,1669622809-749,https://www.autolina.ch/elektro-auto,43'200,7320,2021.0,136.0,grün,7320.0,99.72,SG,3296.0,Sargans,14416.0,SG,1725.0,Sarganserland,3296,Sargans,2003-01-01
561,1669622809-750,https://www.autolina.ch/elektro-auto,37'900,7320,2022.0,136.0,orange,7320.0,99.72,SG,3296.0,Sargans,14416.0,SG,1725.0,Sarganserland,3296,Sargans,2003-01-01
562,1669622809-751,https://www.autolina.ch/elektro-auto,45'070,7320,,136.0,weiss,7320.0,99.72,SG,3296.0,Sargans,14416.0,SG,1725.0,Sarganserland,3296,Sargans,2003-01-01
563,1669622809-752,https://www.autolina.ch/elektro-auto,39'784,7320,,136.0,grau,7320.0,99.72,SG,3296.0,Sargans,14416.0,SG,1725.0,Sarganserland,3296,Sargans,2003-01-01
564,1669622809-753,https://www.autolina.ch/elektro-auto,37'900,7320,2022.0,136.0,schwarz,7320.0,99.72,SG,3296.0,Sargans,14416.0,SG,1725.0,Sarganserland,3296,Sargans,2003-01-01
565,1669622809-754,https://www.autolina.ch/elektro-auto,39'100,7320,,136.0,weiss,7320.0,99.72,SG,3296.0,Sargans,14416.0,SG,1725.0,Sarganserland,3296,Sargans,2003-01-01
566,1669622809-755,https://www.autolina.ch/elektro-auto,65'980,8048,,204.0,sonstiges,8048.0,5.92,ZH,261.0,Zürich,13688.0,ZH,112.0,Zürich,261,Zürich,1990-01-01
567,1669622809-756,https://www.autolina.ch/elektro-auto,49'990,8048,2021.0,180.0,sonstiges,8048.0,5.92,ZH,261.0,Zürich,13688.0,ZH,112.0,Zürich,261,Zürich,1990-01-01
568,1669622809-757,https://www.autolina.ch/elektro-auto,48'990,8048,2021.0,180.0,sonstiges,8048.0,5.92,ZH,261.0,Zürich,13688.0,ZH,112.0,Zürich,261,Zürich,1990-01-01
569,1669622809-758,https://www.autolina.ch/elektro-auto,44'900,6010,,204.0,grau,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
570,1669622809-759,https://www.autolina.ch/elektro-auto,89'900,9050,2022.0,408.0,blau,9050.0,99.38,AI,3101.0,Appenzell,14097.0,AI,1600.0,Kt. Appenzell i.Rh.,3101,Appenzell,1997-01-01
571,1669622809-760,https://www.autolina.ch/elektro-auto,40'980,5033,,136.0,weiss,5033.0,100.0,AG,4003.0,Buchs (AG),11454.0,AG,1901.0,Aarau,4003,Buchs (AG),1848-09-12
572,1669622809-761,https://www.autolina.ch/elektro-auto,31'890,8274,,118.0,schwarz,8274.0,100.0,TG,4651.0,Gottlieben,15401.0,TG,2013.0,Kreuzlingen,4651,Gottlieben,2011-01-01
573,1669622809-762,https://www.autolina.ch/elektro-auto,32'890,8274,,118.0,schwarz,8274.0,100.0,TG,4651.0,Gottlieben,15401.0,TG,2013.0,Kreuzlingen,4651,Gottlieben,2011-01-01
574,1669622809-763,https://www.autolina.ch/elektro-auto,31'890,8274,,118.0,schwarz,8274.0,100.0,TG,4651.0,Gottlieben,15401.0,TG,2013.0,Kreuzlingen,4651,Gottlieben,2011-01-01
575,1669622809-764,https://www.autolina.ch/elektro-auto,63'990,8274,,325.0,schwarz,8274.0,100.0,TG,4651.0,Gottlieben,15401.0,TG,2013.0,Kreuzlingen,4651,Gottlieben,2011-01-01
576,1669622809-765,https://www.autolina.ch/elektro-auto,75'895,9300,,266.0,sonstiges,9300.0,0.04,SG,3203.0,St. Gallen,14380.0,SG,1721.0,St. Gallen,3203,St. Gallen,2003-01-01
578,1669622809-767,https://www.autolina.ch/elektro-auto,63'900,6330,,204.0,sonstiges,6330.0,77.51,ZG,1702.0,Cham,11397.0,ZG,900.0,Kt. Zug,1702,Cham,1848-09-12
579,1669622809-768,https://www.autolina.ch/elektro-auto,63'900,4922,,408.0,schwarz,4922.0,0.87,BE,321.0,Aarwangen,15007.0,BE,244.0,Oberaargau,321,Aarwangen,2010-01-01
580,1669622809-769,https://www.autolina.ch/elektro-auto,79'900,7323,2022.0,286.0,grau,7323.0,54.38,SG,3297.0,Vilters-Wangs,14417.0,SG,1725.0,Sarganserland,3297,Vilters-Wangs,2003-01-01
581,1669622809-770,https://www.autolina.ch/elektro-auto,28'700,3018,,82.0,weiss,3018.0,11.61,BE,351.0,Bern,15029.0,BE,246.0,Bern-Mittelland,351,Bern,2010-01-01
582,1669622809-771,https://www.autolina.ch/elektro-auto,28'700,3018,,82.0,silber,3018.0,11.61,BE,351.0,Bern,15029.0,BE,246.0,Bern-Mittelland,351,Bern,2010-01-01
583,1669622809-772,https://www.autolina.ch/elektro-auto,44'350,1121,2022.0,136.0,weiss,1121.0,100.0,VD,5622.0,Bremblens,14770.0,VD,2227.0,Morges,5622,Bremblens,2006-09-01
584,1669622809-773,https://www.autolina.ch/elektro-auto,39'800,8730,2021.0,325.0,weiss,8730.0,0.38,SZ,1347.0,Tuggen,10859.0,SZ,505.0,March,1347,Tuggen,1848-09-12
585,1669622809-774,https://www.autolina.ch/elektro-auto,19'890,9535,2021.0,82.0,weiss,9535.0,0.72,TG,4751.0,Rickenbach (TG),15463.0,TG,2014.0,Münchwilen,4751,Rickenbach (TG),2011-01-01
586,1669622809-775,https://www.autolina.ch/elektro-auto,19'890,9535,2021.0,82.0,weiss,9535.0,0.72,TG,4751.0,Rickenbach (TG),15463.0,TG,2014.0,Münchwilen,4751,Rickenbach (TG),2011-01-01
